@relation metaInstances

@attribute task_id numeric
@attribute DefaultAccuracy numeric
@attribute Dimensionality numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute ClassEntropy numeric
@attribute EquivalentNumberOfAtts numeric
@attribute NoiseToSignalRatio numeric
@attribute MeanAttributeEntropy numeric
@attribute MeanMutualInformation numeric
@attribute MinAttributeEntropy numeric
@attribute MinMutualInformation numeric
@attribute MaxAttributeEntropy numeric
@attribute MaxMutualInformation numeric
@attribute Quartile1AttributeEntropy numeric
@attribute Quartile1MutualInformation numeric
@attribute Quartile2AttributeEntropy numeric
@attribute Quartile2MutualInformation numeric
@attribute Quartile3AttributeEntropy numeric
@attribute Quartile3MutualInformation numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute DecisionStumpErrRate numeric
@attribute J48ErrRate numeric
@attribute JRipErrRate numeric
@attribute kNN_3NErrRate numeric
@attribute NaiveBayesErrRate numeric
@attribute NBTreeErrRate numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute SimpleLogisticErrRate numeric
@attribute DecisionStumpAUC numeric
@attribute J48AUC numeric
@attribute JRipAUC numeric
@attribute kNN_3NAUC numeric
@attribute NaiveBayesAUC numeric
@attribute NBTreeAUC numeric
@attribute RandomTreeDepth3AUC numeric
@attribute REPTreeDepth3AUC numeric
@attribute SimpleLogisticAUC numeric
@attribute DecisionStumpKappa numeric
@attribute J48Kappa numeric
@attribute JRipKappa numeric
@attribute kNN_3NKappa numeric
@attribute NaiveBayesKappa numeric
@attribute NBTreeKappa numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute REPTreeDepth3Kappa numeric
@attribute SimpleLogisticKappa numeric

@data
3685,0.604255,0.055319,60.425532,142,39.574468,93,1,2,13,235,0,0,12,1,7.692308,0,0,92.307692,7.692308,202.473085,45.410321,0.665619,0.978871,49.111915,40.689732,-1.207703,0,1866,67.982841,1.943959,1.29626,50.732021,42.567752,0.253849,0.93546,51.507447,43.329961,0.594966,1.029412,52.227553,45.004492,1.226476,1.172347,0.968407,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.114894,0.102128,0.119149,0.170213,0.123404,0.123404,0.161702,0.140426,0.114894,0.879222,0.890807,0.879259,0.81463,0.9401,0.893344,0.832803,0.904589,0.962441,0.764573,0.788034,0.754514,0.638739,0.741494,0.743401,0.663146,0.705838,0.754764
3686,0.704003,0.000746,70.400281,16040,29.599719,6744,1,2,17,22784,0,0,16,1,5.882353,0,0,94.117647,5.882353,488.322779,4117.118999,468.696971,6.137116,0.003589,0.0051,-1.096007,-5.872511,7808.669198,65872.42358,7199.659101,72.743518,0.059073,0.056932,3.645561,0.145344,0.142719,0.088665,14.085449,2.371347,0.660004,0.138358,39.85511,3.948841,0.876343,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.297138,0.143917,0.132681,0.182409,0.200623,0.140098,0.168013,0.139308,0.174991,0.721754,0.849134,0.837424,0.779282,0.843663,0.908432,0.799163,0.902528,0.884222,0.105175,0.650218,0.671464,0.559293,0.481622,0.661077,0.597454,0.660725,0.553062
3687,0.59375,0.000436,59.375,12255,40.625,8385,1,2,9,20640,0,0,8,1,11.111111,0,0,88.888889,11.111111,630.906229,517.034987,18.977735,2.227516,-119.569704,1.899822,-1.330202,-0.297772,2635.763081,2181.615252,73.531301,4.93538,10.062875,2.036637,-1.038611,0.161721,267.585771,197.457655,13.433668,2.528302,1203.582062,954.658568,29.97854,3.973391,0.974489,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.238275,0.124612,0.134884,0.17999,0.243944,0.156105,0.152762,0.132752,0.155426,0.738336,0.910737,0.868099,0.811992,0.838648,0.913035,0.841418,0.920011,0.917488,0.483522,0.740531,0.715299,0.625811,0.467787,0.675523,0.683183,0.723907,0.67626
3688,0.56812,0.000436,56.812016,11726,43.187984,8914,1,2,9,20640,0,0,8,1,11.111111,0,0,88.888889,11.111111,26502.829556,14941.23653,19.184927,2.386946,3.870671,1.899822,-1.117871,0.060325,206855.816909,115395.615874,73.531301,4.93538,30.38758,4.748354,-0.518789,0.593848,518.718847,401.788829,13.433668,2.528302,2333.191497,1919.326969,29.97854,3.973391,0.986569,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.033866,0.02064,0.018895,0.029554,0.045494,0.021318,0.025,0.020785,0.03624,0.961086,0.991913,0.987547,0.96947,0.991795,0.995934,0.974608,0.996122,0.994702,0.930535,0.957922,0.961505,0.939723,0.907322,0.956531,0.949063,0.957633,0.926043
3689,0.548,0.022,54.8,274,45.2,226,1,2,11,500,0,0,10,1,9.090909,0,0,90.909091,9.090909,0,1,-1.15302,-0.028581,-0,1,-1.259086,-0.080365,0,1,-0.791187,0.03841,-0,1,-1.235509,-0.065451,0,1,-1.1787,-0.038768,0,1,-1.146636,0.012427,0.993342,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.278,0.116,0.158,0.292,0.334,0.116,0.174,0.158,0.346,0.697201,0.877802,0.854564,0.706447,0.728506,0.912473,0.825738,0.894354,0.723887,0.443359,0.765842,0.680937,0.411935,0.321315,0.764197,0.649713,0.681924,0.293624
3690,0.559289,0.041502,55.928854,283,44.071146,223,2,2,21,506,0,0,17,4,9.52381,0,0,80.952381,19.047619,229.782294,112.011348,2.748318,0.456845,-71.056389,0.061777,-1.32039,-2.878949,2700.355731,1380.03683,36.674223,5.202504,5.039839,1.404164,-1.173181,-0.319329,22.528854,9.182176,0.085034,0.293855,161.037451,59.721863,1.666275,1.05575,0.989834,3.823213,10.709536,3.031611,0.258901,0.362818,0.000032,5.995418,0.563403,0.362818,0.000032,2.736596,0.213268,5.995418,0.563403,92,2,34.333333,50.063293,0.189723,0.179842,0.158103,0.203557,0.171937,0.144269,0.175889,0.15415,0.136364,0.826419,0.849752,0.878583,0.793492,0.910792,0.910123,0.834612,0.877395,0.942465,0.618767,0.630799,0.678674,0.584909,0.650058,0.70665,0.642355,0.686109,0.723252
3691,0.585069,0.020833,58.506944,337,41.493056,239,5,2,12,576,0,0,0,12,41.666667,0,0,0,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.979017,102.150497,167.412944,1.614081,0.009584,1,0.000009,2.584963,0.050148,1,0.002395,1.584963,0.003236,2,0.012923,6,2,3.272727,1.272078,0.348958,0.317708,0.307292,0.338542,0.359375,0.331597,0.378472,0.329861,0.366319,0.601778,0.700688,0.659567,0.661547,0.647095,0.685199,0.609227,0.689414,0.644289,0.260123,0.328902,0.358905,0.298035,0.231297,0.308197,0.21572,0.287676,0.20945
3692,0.503021,0.006042,50.302115,333,49.697885,329,1,2,4,662,0,0,3,1,25,0,0,75,25,23.487979,8.947933,0.040737,0.1143,9.88711,4.256056,-0.07539,-0.178658,42.360407,15.731181,0.102801,0.288442,9.88711,4.256056,-0.07539,-0.178658,18.21642,6.856562,0.094801,0.233117,42.360407,15.731181,0.102801,0.288442,0.999974,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.489426,0.498489,0.490937,0.489426,0.481873,0.498489,0.534743,0.510574,0.469789,0.506955,0.495578,0.514627,0.507152,0.538843,0.495578,0.46531,0.466999,0.535703,0.016588,-0.002911,0.018073,0.020791,0.034968,-0.002911,-0.069369,-0.02182,0.060097
3694,0.55,0.06,55,55,45,45,1,2,6,100,0,0,5,1,16.666667,0,0,83.333333,16.666667,0,1,-0.945936,0.169873,0,1,-1.291933,-0.252103,0,1,-0.534955,0.374081,0,1,-1.210211,-0.112602,0,1,-1.001691,0.334333,0,1,-0.653784,0.370118,0.992774,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.25,0.29,0.2,0.27,0.25,0.28,0.25,0.18,0.36,0.703636,0.745455,0.754343,0.726263,0.811313,0.750707,0.740404,0.832121,0.653737,0.479167,0.405738,0.59596,0.453441,0.485597,0.434343,0.487705,0.639279,0.251559
3695,0.636,0.044,63.6,159,36.4,91,1,2,11,250,0,0,10,1,9.090909,0,0,90.909091,9.090909,0,1,-1.015648,0.065983,-0,1,-1.299715,-0.146574,0,1,0.252489,0.791678,0,1,-1.266273,-0.062502,0,1,-1.207406,0.011129,0,1,-1.005578,0.037448,0.945953,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.184,0.14,0.108,0.232,0.164,0.116,0.188,0.12,0.22,0.822068,0.859043,0.878188,0.758864,0.83088,0.887553,0.795805,0.878741,0.813325,0.62548,0.692573,0.76397,0.508174,0.657854,0.746486,0.593003,0.738366,0.5169
3696,0.525126,0.020101,52.512563,209,47.487437,189,1,2,8,398,6,6,4,4,12.5,1.507538,0.188442,50,50,820.971995,248.090115,-0.125025,0.650894,15.56809,2.757689,-0.796284,0.277376,2970.424623,846.841774,0.663452,1.081779,37.793415,11.691057,-0.786697,0.34013,148.947634,71.380499,-0.183634,0.622211,2276.174937,661.19879,0.595256,0.990341,0.998178,2.981284,5.58122,2.203489,0.334815,1.327356,0.223132,3.690694,0.54133,1.327356,0.223132,1.592419,0.239983,3.690694,0.54133,13,3,7,5.291503,0.120603,0.08794,0.133166,0.10804,0.115578,0.120603,0.100503,0.128141,0.085427,0.88018,0.927761,0.885623,0.893547,0.962841,0.952571,0.907774,0.92723,0.977671,0.760247,0.823898,0.734138,0.783318,0.769659,0.759037,0.798384,0.742614,0.828886
3697,0.556,0.104,55.6,139,44.4,111,1,2,26,250,0,0,25,1,3.846154,0,0,96.153846,3.846154,0,1,-1.011217,0.121614,-0,1,-1.339567,-0.076297,0,1,1.713186,1.328878,-0,1,-1.225717,-0.044527,-0,1,-1.182187,0.045754,0,1,-1.126536,0.134493,0.990932,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.276,0.224,0.216,0.408,0.34,0.196,0.308,0.188,0.364,0.689805,0.788548,0.791205,0.588632,0.690972,0.838259,0.687634,0.854073,0.693305,0.43844,0.548766,0.565665,0.176623,0.305692,0.60338,0.375608,0.626344,0.253952
3698,0.689575,0.004028,68.95752,5649,31.04248,2543,1,2,33,8192,0,0,32,1,3.030303,0,0,96.969697,3.030303,1.201458,0.967591,0.93605,0.620416,-0.016438,0.210806,-1.308653,-0.023086,7.00293,3.196661,8.882752,2.233872,-0.00106,0.572374,-1.202249,-0.004041,0.73714,0.579274,-1.183952,0.00992,1.248086,1.023112,4.883575,1.886902,0.893663,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.248779,0.244629,0.207153,0.372803,0.196655,0.203857,0.291748,0.21814,0.181763,0.674263,0.683764,0.754248,0.543802,0.863517,0.866018,0.659054,0.822293,0.889712,0.360867,0.423364,0.501087,0.097809,0.508056,0.482915,0.318246,0.468705,0.55195
3700,0.5625,0.104167,56.25,27,43.75,21,4,2,5,48,0,0,0,5,80,0,0,0,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.988699,7.456258,9.529722,1.396241,0.1326,1,0.011482,2.584963,0.412649,1,0.019346,1,0.053134,2.188722,0.32532,6,2,3,2,0.145833,0.1875,0.1875,0.166667,0.145833,0.166667,0.104167,0.145833,0.25,0.791887,0.723104,0.82716,0.89418,0.867725,0.89418,0.925044,0.791887,0.783069,0.708333,0.621053,0.628866,0.661376,0.705263,0.664921,0.789474,0.708333,0.502591
3701,0.558824,0.264706,55.882353,19,44.117647,15,3,2,9,34,0,0,5,4,33.333333,0,0,55.555556,44.444444,141802.101176,143475.881275,-0.559594,0.416618,3.638235,4.242642,-1.558326,-0.123525,668776.411765,686992.766099,0.224338,0.957053,13.576471,15.868432,-1.214123,-0.065697,241.647059,28.795645,-0.414609,0.338041,354370.852941,358659.436933,0.022444,0.938222,0.989993,51.603992,46.321477,0.907835,0.019184,0.787127,0.004289,1,0.030357,0.787127,0.004289,0.936379,0.022908,1,0.030357,3,2,2.333333,0.57735,0.529412,0.529412,0.558824,0.647059,0.647059,0.5,0.647059,0.5,0.5,0.407018,0.459649,0.370175,0.345614,0.238596,0.501754,0.34386,0.417544,0.417544,-0.137546,-0.104693,-0.191882,-0.350181,-0.350181,-0.066421,-0.312281,-0.098859,-0.11583
3702,0.547,0.051,54.7,547,45.3,453,1,2,51,1000,0,0,50,1,1.960784,0,0,98.039216,1.960784,0,1,-1.187998,0.000051,-0,1,-1.277634,-0.078692,0,1,-0.79486,0.117794,-0,1,-1.231571,-0.031577,0,1,-1.194731,-0.000918,0,1,-1.163571,0.027019,0.993617,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.272,0.148,0.153,0.415,0.31,0.162,0.304,0.157,0.328,0.713331,0.854307,0.862622,0.579688,0.73972,0.87815,0.695756,0.883834,0.720599,0.44864,0.700452,0.690273,0.159892,0.370172,0.671492,0.38959,0.682055,0.331815
3703,0.568,0.052,56.8,284,43.2,216,1,2,26,500,0,0,25,1,3.846154,0,0,96.153846,3.846154,-0,1,-0.977643,0.123148,-0,1,-1.307251,-0.100963,0,1,1.395951,1.294501,-0,1,-1.232014,-0.02757,-0,1,-1.178816,0.020066,0,1,-1.122571,0.106704,0.986617,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.258,0.158,0.178,0.366,0.326,0.156,0.26,0.162,0.342,0.71787,0.831801,0.850483,0.624609,0.705546,0.916732,0.736763,0.875709,0.69301,0.478037,0.678935,0.638294,0.250467,0.328643,0.680705,0.471957,0.668239,0.290127
3704,0.649616,0.011509,64.961637,508,35.038363,274,1,2,9,782,214,466,6,3,11.111111,27.365729,6.621199,66.666667,33.333333,6.908101,24.493606,4.102301,-0.10918,-66.361189,1.2411,-0.991589,-1.970935,84.458141,130.668776,23.689197,1.054315,-19.516627,2.067448,-0.780634,-1.375064,-0.159611,3.801379,0.545737,0.218223,41.79402,36.496771,7.073578,1.014731,0.93441,2.467293,11.757521,4.831513,0.378719,3.796264,0.005917,5.866761,0.751521,3.796264,0.005917,4.831513,0.378719,5.866761,0.751521,59,14,36.5,31.819805,0.140665,0.054987,0.071611,0.141944,0.089514,0.047315,0.061381,0.086957,0.049872,0.820026,0.956154,0.942439,0.852836,0.978643,0.988839,0.972214,0.977441,0.986637,0.666925,0.880117,0.84478,0.694611,0.806935,0.896499,0.866065,0.810891,0.890354
3705,0.595122,0.126829,59.512195,122,40.487805,83,4,2,26,205,46,57,17,9,15.384615,22.439024,1.069418,65.384615,34.615385,1271.20275,533.436802,1.602974,0.779327,0.834146,0.273539,-1.943629,-0.676325,13207.129353,7947.066342,13.273735,2.789972,3.85512,1.16308,-0.299339,0.067511,53.724878,6.021776,0.452015,0.657229,150.478293,38.54243,2.530003,1.415818,0.973733,5.277597,6.959795,1.468606,0.184503,0.110145,0.008207,4.11792,0.485216,0.516198,0.026423,1.338148,0.124306,1.904692,0.395546,22,2,6.375,6.738747,0.146341,0.063415,0.058537,0.087805,0.117073,0.043902,0.039024,0.097561,0.043902,0.889739,0.943561,0.966176,0.905046,0.963954,0.988051,0.965249,0.922921,0.994223,0.700934,0.867129,0.878997,0.816381,0.759836,0.908012,0.91902,0.794383,0.908369
3706,0.513684,0.010526,51.368421,488,48.631579,462,1,2,10,950,0,0,9,1,10,0,0,90,10,41.011835,7.146451,-0.782904,-0.018724,18.704474,2.730364,-1.304589,-0.659841,70.673421,14.299412,-0.025892,0.745695,23.708421,3.620125,-1.052828,-0.394213,43.955526,5.606898,-0.992045,-0.039572,53.108224,11.068536,-0.380557,0.400198,0.99946,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.173684,0.054737,0.067368,0.035789,0.291579,0.06,0.049474,0.067368,0.161053,0.820517,0.957211,0.955195,0.964241,0.832007,0.980502,0.950749,0.968575,0.931472,0.655608,0.890507,0.865255,0.928376,0.417982,0.879806,0.90103,0.865178,0.677262
3707,0.6,0.183333,60,36,40,24,6,2,11,60,14,14,4,7,54.545455,23.333333,2.121212,36.363636,63.636364,28.796938,13.019049,-0.569075,0.284983,4.983333,1.295254,-0.969117,-0.390384,55.326087,26.965043,-0.147612,0.904195,9.915417,3.338082,-0.881433,-0.244481,27.439167,11.907949,-0.579785,0.31306,49.036232,23.811116,-0.246006,0.78637,0.970951,22.162767,18.472304,0.853081,0.04381,0.353359,0.000686,1.444583,0.166348,0.54572,0.002069,0.858966,0.020946,1.105727,0.08014,5,2,2.5,1.224745,0.283333,0.316667,0.233333,0.45,0.25,0.4,0.416667,0.383333,0.3,0.649306,0.583912,0.802662,0.548611,0.747685,0.609375,0.561343,0.615162,0.750579,0.388489,0.316547,0.513889,0.09396,0.489796,0.166667,0.125874,0.184397,0.366197
3708,0.704003,0.000395,70.400281,16040,29.599719,6744,1,2,9,22784,0,0,8,1,11.111111,0,0,88.888889,11.111111,367.97185,3118.929872,973.483583,11.487489,0.01033,0.042105,-1.096007,-0.270885,2935.865739,24949.880169,7544.179495,74.160345,0.085957,0.067067,1.732739,-0.23503,0.487823,0.139399,5.082934,0.761981,4.662533,0.6519,164.975968,10.864607,0.876343,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.213088,0.126756,0.1232,0.182014,0.206943,0.127019,0.155767,0.131232,0.145541,0.764191,0.899667,0.843623,0.769517,0.864908,0.927124,0.814005,0.913002,0.886384,0.506664,0.686288,0.693033,0.553976,0.404754,0.687079,0.626905,0.677126,0.620629
3709,0.58042,0.034965,58.041958,166,41.958042,120,5,2,10,286,9,9,1,9,50,3.146853,0.314685,10,90,50.937063,9.723704,-0.637067,-0.007076,50.937063,9.723704,-0.637067,-0.007076,50.937063,9.723704,-0.637067,-0.007076,50.937063,9.723704,-0.637067,-0.007076,50.937063,9.723704,-0.637067,-0.007076,50.937063,9.723704,-0.637067,-0.007076,0.981258,34.365764,46.432479,1.354357,0.028553,0.791299,0.000007,2.583086,0.092681,0.880543,0.011541,1.066879,0.020999,1.902013,0.034513,18,2,4.625,5.501623,0.409091,0.461538,0.412587,0.520979,0.384615,0.409091,0.493007,0.41958,0.381119,0.580748,0.54119,0.581551,0.455181,0.66614,0.62131,0.486772,0.569804,0.629167,0.189115,0.058929,0.170158,-0.046667,0.221133,0.164911,-0.006389,0.072132,0.227334
3710,0.509,0.011,50.9,509,49.1,491,1,2,11,1000,0,0,10,1,9.090909,0,0,90.909091,9.090909,-0,1,-1.195144,-0.038471,-0,1,-1.244908,-0.136903,0,1,-1.121743,0.030232,-0,1,-1.235009,-0.067979,-0,1,-1.198727,-0.038963,-0,1,-1.166468,0.000526,0.999766,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.309,0.195,0.211,0.261,0.136,0.187,0.224,0.206,0.17,0.694393,0.822751,0.825073,0.738645,0.93794,0.903597,0.775891,0.863332,0.911423,0.382222,0.61,0.57803,0.477549,0.727951,0.625865,0.551823,0.587807,0.659914
3711,0.690945,0.001145,69.094524,11469,30.905476,5130,1,2,19,16599,0,0,18,1,5.263158,0,0,94.736842,5.263158,-1.994526,17.780383,1004.852462,9.737075,-12.798783,0.000002,-0.563653,-1.510249,0.05449,277.593632,11281.768225,103.694375,-0.167932,0.000323,0.255244,-1.439691,-0.000755,0.006499,2.804825,-0.128561,-0.000003,1.739446,7.105232,0.159624,0.892079,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.221218,0.152178,0.158263,0.212663,0.226459,0.227966,0.21417,0.161937,0.104645,0.705297,0.814986,0.787616,0.744209,0.798637,0.808304,0.75069,0.852011,0.942755,0.440748,0.632104,0.598666,0.493096,0.442321,0.462283,0.499953,0.594434,0.739884
3712,0.532552,0.002282,53.255248,3501,46.744752,3073,1,2,15,6574,0,0,14,1,6.666667,0,0,93.333333,6.666667,14.206659,4.98756,-0.031205,0.486307,6.306275,3.448871,-1.208218,-0.009422,69.500304,8.800335,1.052524,0.902983,8.143879,4.118004,-0.308008,0.375192,10.126857,4.956506,0.12992,0.550774,12.553038,5.356354,0.29374,0.646777,0.99694,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.184363,0.17843,0.156526,0.19136,0.190599,0.188166,0.20003,0.163371,0.14679,0.814064,0.836381,0.874191,0.807348,0.890121,0.891212,0.798929,0.898867,0.934241,0.630953,0.641571,0.685359,0.615743,0.615519,0.62221,0.598084,0.671645,0.704576
3713,0.736842,0.157895,73.684211,28,26.315789,10,2,2,6,38,0,0,4,2,33.333333,0,0,66.666667,33.333333,6518650.785658,5277878.916901,4.478684,1.845339,5.423684,3.380663,0.552453,1.163864,26074559.210526,21111483.86778,11.264475,3.032616,5.520197,3.783264,0.746737,1.244231,19.254211,14.209581,3.048903,1.592437,19555927.582566,15833618.757859,9.640411,2.699348,0.831474,70.645698,62.084989,0.742488,0.01177,0.742488,0.01177,0.742488,0.01177,0.742488,0.01177,0.742488,0.01177,0.742488,0.01177,2,2,2,0,0.210526,0.184211,0.210526,0.368421,0.5,0.236842,0.289474,0.263158,0.210526,0.632143,0.719643,0.655357,0.492857,0.485714,0.604041,0.610714,0.592857,0.678571,0.377049,0.434043,0.377049,-0.015267,-0.175896,0.324111,0.228782,0.159292,0.269231
3714,0.503,0.026,50.3,503,49.7,497,1,2,26,1000,0,0,25,1,3.846154,0,0,96.153846,3.846154,0,1,-1.198649,-0.000236,-0,1,-1.258684,-0.072671,0,1,-1.136205,0.121655,-0,1,-1.223749,-0.025808,-0,1,-1.206126,-0.003926,0,1,-1.168426,0.027106,0.999974,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.304,0.195,0.191,0.34,0.143,0.189,0.283,0.209,0.165,0.699833,0.802795,0.831104,0.659712,0.934466,0.874477,0.7169,0.853283,0.907997,0.391189,0.609972,0.618018,0.3196,0.714027,0.622,0.433878,0.58212,0.669976
3715,0.51,0.51,51,51,49,49,1,2,51,100,0,0,50,1,1.960784,0,0,98.039216,1.960784,0,1,-1.202488,0.009949,-0,1,-1.431258,-0.254455,0,1,-0.97384,0.249375,-0,1,-1.283949,-0.080686,0,1,-1.199053,0.024507,0,1,-1.13,0.095078,0.999711,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.41,0.39,0.42,0.33,0.25,0.44,0.44,0.32,0.3,0.616647,0.633053,0.566026,0.669268,0.802321,0.554626,0.559824,0.695478,0.762705,0.181963,0.217496,0.158991,0.338942,0.4996,0.119648,0.119648,0.362296,0.40024
3717,0.779874,0.062893,77.987421,124,22.012579,35,6,2,10,159,6,6,4,6,60,3.773585,0.377358,40,60,6153.014675,4310.517902,2.76182,1.24603,2.710692,2.712214,0.452187,0.101967,24555.555556,17224.504954,8.499628,2.873514,5.462264,2.981486,0.45683,0.297639,26.896226,7.427221,1.047732,1.00432,18426.685535,12921.145,6.780898,2.436132,0.760397,51.177187,36.51176,0.557354,0.014858,0.231813,0.000501,0.998601,0.040123,0.246133,0.003816,0.313813,0.007139,0.990347,0.02976,2,2,2,0,0.232704,0.251572,0.226415,0.320755,0.27044,0.226415,0.371069,0.220126,0.238994,0.539171,0.50841,0.491129,0.573387,0.546313,0.608986,0.446083,0.496774,0.494009,-0.024378,0.028117,-0.012381,0.093663,-0.003817,0.074984,-0.11506,0,-0.036008
3718,0.586957,0.027668,58.695652,297,41.304348,209,2,2,14,506,0,0,12,2,14.285714,0,0,85.714286,14.285714,75.9077,28.975222,3.828034,0.678815,0.554695,0.115878,-1.23671,-2.878949,408.237154,168.537116,36.674223,5.202504,4.417441,2.120519,-0.949202,-0.373983,11.250208,7.871303,0.191398,0.696867,56.045059,26.942259,3.437471,1.006047,0.978071,179.670038,65.649155,0.362818,0.005444,0.362818,0.005444,0.362818,0.005444,0.362818,0.005444,0.362818,0.005444,0.362818,0.005444,2,2,2,0,0.179842,0.15415,0.136364,0.162055,0.254941,0.167984,0.166008,0.142292,0.130435,0.826164,0.816498,0.870894,0.84333,0.865528,0.88462,0.830232,0.895204,0.932853,0.622407,0.678437,0.716557,0.665781,0.502098,0.651329,0.658597,0.70189,0.729845
3719,0.601266,0.050633,60.126582,95,39.873418,63,2,2,8,158,87,87,5,3,25,55.063291,6.882911,62.5,37.5,25.636835,8.597206,-0.022856,0.236711,14.11962,2.281229,-1.008877,-0.468181,31.188608,11.63701,0.355176,0.585768,20.173101,5.288803,-0.498164,-0.167831,28.256329,10.024844,0.20623,0.395404,29.790823,11.191791,0.33791,0.561908,0.970205,5.092684,9.041459,1.912995,0.19051,1.338522,0.000003,2.487467,0.381017,1.338522,0.000003,1.912995,0.19051,2.487467,0.381017,7,2,4.5,3.535534,0.06962,0.063291,0.063291,0.031646,0.044304,0.031646,0.063291,0.050633,0.006329,0.923559,0.94269,0.928989,0.965998,0.982122,0.969424,0.944361,0.973601,0.999332,0.858215,0.870087,0.870767,0.933825,0.9093,0.934178,0.8694,0.89552,0.986836
3720,0.552,0.022,55.2,276,44.8,224,1,2,11,500,0,0,10,1,9.090909,0,0,90.909091,9.090909,0,1,-0.515768,0.281221,-0,1,-1.218041,-0.149054,0,1,2.455654,1.519932,-0,1,-1.210589,-0.056207,0,1,-1.159061,0.043297,0,1,0.16294,0.700608,0.992184,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.346,0.18,0.14,0.246,0.356,0.17,0.212,0.194,0.344,0.65591,0.818646,0.863306,0.75152,0.672975,0.907997,0.787364,0.824801,0.707314,0.327309,0.635143,0.715503,0.502829,0.29095,0.656138,0.572801,0.605601,0.299766
